"language","setCode","cardId","defaultVariantId","collectorNumber","variants","approvedFacePresent","beforePreferredBlank","afterPreferredBlank","presentation","sourceVariantId","assetId"
"en","base1","cee051fd-036b-4fee-860a-46af33b3ce85","6a2b30bb-1bb4-4c0c-a978-9fa2d2f7c429","63","2","true","false","false","exact","6a2b30bb-1bb4-4c0c-a978-9fa2d2f7c429","af483844-386c-4c9d-9c00-1187014819a3"
"en","base1","f603f5f9-81fa-4c1f-b43a-014fd1827bd9","6484afe9-c6fd-4ba2-87cb-408919e3cebb","64","2","true","false","false","exact","6484afe9-c6fd-4ba2-87cb-408919e3cebb","603c3727-9cbe-49ea-8248-540fa12a805b"
"en","base1","1237f0a6-592a-430d-b2a8-598fa56f13a9","26f5cd51-ab68-4b10-b1e9-7f6e11bb85cd","68","2","true","false","true","missing","",""
"en","base1","21435a05-926c-4fe5-98fb-eb9a1e2decf4","08ab2891-7cb5-474e-8a9c-47d8a0a32db6","69","2","true","false","true","missing","",""
"en","base1","cfad8f95-1759-451a-bffa-975e6c43013c","484c53b2-7a72-4bab-958a-5c6efc8cb50e","70","2","true","false","true","missing","",""
"en","base1","6f749f88-fae9-4e89-891d-391a8faede1e","0b183790-6d15-46e1-b21a-ec35ff287389","72","2","true","false","false","exact","0b183790-6d15-46e1-b21a-ec35ff287389","07490122-7055-4dab-95af-1d290950f5dc"
"en","base1","a6630773-d85b-4547-9a5f-feeecd7e615d","2e441530-510b-4d59-9020-eae12329c6d2","73","2","true","false","false","exact","2e441530-510b-4d59-9020-eae12329c6d2","44b9f848-80c5-4e38-9ebb-507e1c2ee969"
"en","base1","a08d7719-ff2a-4d2f-9767-41a7582bb7ed","2e97f797-01bf-4eeb-972c-f8b5999f6a2f","74","2","true","false","true","missing","",""
"en","base1","e67548c6-634a-4c4e-9251-217cbfc70a7a","13fa62ec-b5f6-4e3d-99e1-aa47e6a254b1","75","2","true","false","false","exact","13fa62ec-b5f6-4e3d-99e1-aa47e6a254b1","a855314c-3d23-441f-ab58-48ae57a7a876"
"en","base1","9c903737-5c93-4250-ade8-de6887e2dca6","40dabb1f-c3bd-47f1-b392-66cfd639b83f","76","2","true","false","false","exact","40dabb1f-c3bd-47f1-b392-66cfd639b83f","446ac6df-a2ad-4305-b43d-7449eebecd31"
"en","base1","e4898d12-3888-4f23-95e0-caa4dc38000b","569874fb-2d21-44ee-a34d-bb1991048e91","78","2","true","false","false","exact","569874fb-2d21-44ee-a34d-bb1991048e91","9b7c5aa1-1ea4-4793-86bd-fad1e2431594"
"en","base1","9ce7de0b-0c22-4350-a0c4-11fb5ce06634","41035fcb-7011-491d-8cd9-6177ca4df1f8","81","2","true","false","true","missing","",""
"en","base1","1b3eb17a-5f1e-422e-a86e-2f12ad554b80","56a87c4f-5b24-47c2-8ab4-1a57c2e23f49","82","2","true","false","false","exact","56a87c4f-5b24-47c2-8ab4-1a57c2e23f49","28bec9f8-75a3-411e-997c-638af210a1ad"
"en","base1","5bc0e936-722e-4484-bddf-ed8696006e1b","1e63a0e3-1852-4484-9e4d-88e64fb50e5a","83","2","true","false","true","missing","",""
"en","base1","4fd9237a-9501-430e-a777-87966d30c7c0","3de4eab2-01b1-407d-b5a1-c4c790c83f8c","86","2","true","false","true","missing","",""
"en","base1","62c1f310-4342-429c-989a-ea6ff81a42d8","640bf720-82a0-483f-a55b-6a17524925ba","90","2","true","false","true","missing","",""
"en","base1","85cd2fa7-6477-4a8a-ba90-d61f9673ddba","0d1f4ba0-b2a0-4e3c-882f-3cad4524caf0","92","2","true","false","true","missing","",""
"en","base1","4b9a68d7-e75c-4081-bc98-3fa5cf5b760d","12be5611-af3c-4b42-a849-4c63309d337a","93","2","true","false","true","missing","",""
"en","base1","f9d4ee69-9ffe-4d32-9efd-e58742bbf105","0a866ae7-eeae-4f0b-8c81-546b15340bbe","94","2","true","false","true","missing","",""
"en","base1","9b390105-a944-4094-92b2-e1268caefe39","41068f40-2316-4840-8b73-ee784dfcd2ad","95","2","true","false","false","exact","41068f40-2316-4840-8b73-ee784dfcd2ad","856deca0-ce59-4c21-a9d5-eaa87cfc27f7"
"en","base1","4d1ec7ab-c7f5-462a-916b-3a6315b550ed","093f2213-4818-4b11-ab7e-cad6d19eb886","96","2","true","false","true","missing","",""
"en","base1","77e11e89-76b3-4013-b7e2-1da653bc745d","2d92f55e-5fe4-4280-84f9-91feca00a191","98","2","true","false","true","missing","",""
"en","base1","90eeca57-ee78-41df-80eb-16eb087bbd1b","0c6da9b7-4d16-4ee7-b291-df15dbec9405","99","2","true","false","false","exact","0c6da9b7-4d16-4ee7-b291-df15dbec9405","36d124fa-fe2e-43e9-8be8-6ce530332cc4"
"en","base1","bf2a62d5-1310-42b6-b419-8fa891e69a56","30f0b0ba-e6eb-4f77-b66d-46cb6408324c","100","2","true","false","true","missing","",""
"en","base1","43baf873-a503-4dec-801f-1d28ce3fb4c5","49e0279f-14fd-488a-9fec-172184ed3a69","101","2","true","false","true","missing","",""
"en","base1","58e7bd59-4524-4925-bd90-01b6a4a8541f","050653f7-09d1-4fab-a604-79b89af48e6b","102","2","true","false","false","exact","050653f7-09d1-4fab-a604-79b89af48e6b","78a52f7c-3c94-4697-99b3-b8438cbbacb7"
"en","base1","c24ef120-0880-40b3-a9c1-804cd20f5f83","b6be1c92-d2bf-4383-892f-706dcf1da4ef","1","2","true","false","true","missing","",""
"en","base1","af95e7fa-a0b6-43f7-a822-e2a6f9c41d6d","a2f556d2-30df-41af-af24-f810eaa5a839","2","2","true","false","false","exact","a2f556d2-30df-41af-af24-f810eaa5a839","09b71bb0-edc0-42d6-a5d5-2178aaeedbe9"
"en","base1","0e426d86-ca05-4899-b930-8e151ca55040","7067cb8f-1fd1-4fb7-9471-215ddfed05ea","6","2","true","false","false","exact","7067cb8f-1fd1-4fb7-9471-215ddfed05ea","d7deab29-078b-43ad-83d7-4792c4fd7cfd"
"en","base1","e180d270-388c-4432-a453-c1341549b0aa","9da011e2-aaa8-40bc-8da3-f77c0030105d","9","2","true","false","true","missing","",""
"en","base1","685cec03-fe3d-4a2b-9a01-baf547410e6c","c15050da-a38a-43e7-bf47-c55d8ebfed12","11","2","true","false","true","missing","",""
"en","base1","6ef6854e-ec50-44b0-8044-8fa50f503486","6e852f0e-f7b9-4e9b-b9ce-d2ee4180ca9c","13","2","true","false","true","missing","",""
"en","base1","4523c9a1-41ae-47f9-a8b4-8f46e832cb55","d6380a13-98f9-4e56-bafe-378ebef0cc5f","17","2","true","false","true","missing","",""
"en","base1","576c436a-6074-4f7d-a51e-97b339a3e8ec","80aa780e-3995-4348-81cd-c6cca7c01672","28","2","true","false","false","exact","80aa780e-3995-4348-81cd-c6cca7c01672","2e1d84c5-4801-454f-9474-393b06cf63bb"
"en","base1","0d9210f7-df48-4c8c-80fb-f7d676d423c1","d18cfc4a-b48c-4df4-b710-bab25bd79125","32","2","true","false","true","missing","",""
"en","base1","a2f0e6fd-c9c7-4370-8623-cc3033fb3c38","92bda68e-1113-4ef4-bc03-2f0790f4f23b","45","2","true","false","true","missing","",""
"en","base1","2adf4d3d-e3e1-46a6-bf5c-59e150d950eb","837a7656-d537-4a0f-841f-f611bafde698","47","2","true","false","true","missing","",""
"en","base1","26b94a40-a397-4180-a2ce-eb87b11d4cf4","9fd244a8-6234-4f4a-9672-f7d387560356","49","2","true","false","true","missing","",""
"en","base1","1772d431-6f40-43b0-9ca2-b86b994df026","cb0a3fa4-1a51-4958-940c-1b1540e1fd6e","50","2","true","false","true","missing","",""
"en","base1","19efe84b-d6a3-4157-a7d3-81b4f984d623","71cc91d9-b8c0-40f4-bf85-ff4633edbf5c","51","2","true","false","true","missing","",""
"en","base1","3a858ead-83c3-4b94-9241-18e9c7848daf","abf97f13-2e75-4783-b719-892c2bc57877","58","2","true","false","true","missing","",""
"en","base1","cc6f7476-d378-4136-9e69-2ccfc906d813","c5aec9ff-1ccd-4f8e-8012-9ce131d412ee","60","2","true","false","true","missing","",""
"en","base1","4ada309e-00c4-470d-9b5f-30a7630415fe","bb542264-213e-4781-aae5-25fc737dc15c","65","2","true","false","false","exact","bb542264-213e-4781-aae5-25fc737dc15c","3ba0aaec-b6ee-4eca-b13c-d4d20ee4844c"
"en","base1","f9d9c281-5387-4f29-8ec0-e4a90a005259","e7162816-62bb-4dac-a44f-bdb6f3089357","66","2","true","false","true","missing","",""
"en","base1","2d389b7d-0ed0-4af3-8314-6fb49f42c9c3","84b92b30-d127-4105-ba57-b0041a0d3f79","67","2","true","false","false","exact","84b92b30-d127-4105-ba57-b0041a0d3f79","023767c7-b39a-4eb4-bbdb-032fec9297b4"
"en","base1","57658c97-69b8-462b-8322-e59019789ada","c0bfe1a1-48dc-4a87-837f-9d423b6c48d7","71","2","true","false","true","missing","",""
"en","base1","6cfac7a0-208a-4abf-aeed-82dd1a8ae6e1","c652cbce-9759-4c1e-857b-df9fe2fc84a2","77","2","true","false","false","exact","c652cbce-9759-4c1e-857b-df9fe2fc84a2","83204460-a0b2-48e3-8654-002a6f5b0453"
"en","base1","0c3b4cfd-2fdf-4ab6-b39d-817081ac7c26","d4abf26e-6a0a-43ec-bef5-abe663f027ac","79","2","true","false","false","exact","d4abf26e-6a0a-43ec-bef5-abe663f027ac","3094ab36-c9f7-4bdc-9fb8-7a90c93064b6"
"en","base1","c6ebcbc3-8141-43d7-8325-adc9f252923e","d6777a56-f8a7-402d-a31d-662bd85485aa","80","2","true","false","false","exact","d6777a56-f8a7-402d-a31d-662bd85485aa","1adaf649-c76e-4d29-a494-cb18b2ff975d"
"en","base1","d96b659a-b07e-4e98-b0cd-497cccf9cd04","bcaea188-e427-4249-bc48-3c6bd6b6c57f","84","2","true","false","true","missing","",""
"en","base1","0c44dd74-11cd-4f98-a799-ad37761216be","a8cd9907-65f0-4b49-94f1-937d3b7d740b","85","2","true","false","false","exact","a8cd9907-65f0-4b49-94f1-937d3b7d740b","731b4432-1a34-40c7-a325-93b507107ddb"
"en","base1","95f52cc3-41f3-4276-b9ff-a669f29921da","d9613f0a-ba8e-4cd0-9f93-6dca155f0152","87","2","true","false","true","missing","",""
"en","base1","1747225e-1853-4381-bf38-f858c36dd41f","b0acad6a-3d73-432a-922c-03fca42a7284","88","2","true","false","false","exact","b0acad6a-3d73-432a-922c-03fca42a7284","1ef7a1ba-4f87-4784-a98a-cf79c8a77755"
"en","base1","571529b8-8937-4fa7-a205-3db15a08aa10","a9aaeec5-dc20-44fa-8998-2e5b0bc775c2","89","2","true","false","true","missing","",""
"en","base1","801dcb2d-7bdb-43c1-91fc-58bceefc1082","7c5b14ea-ab71-4451-9991-6c3b0b6bda68","91","2","true","false","true","missing","",""
"en","base1","830566ff-d4c7-4647-b3a2-f99faf849dd1","8c401894-ac0f-410a-ab8c-dcd3bc6e18dc","97","2","true","false","true","missing","",""
"ja","M5","d8bd6e96-a51e-4b2b-b71a-031ec159820e","134b24e5-ad9e-419b-b69a-8b4ce82c09cc","002","1","true","false","false","exact","134b24e5-ad9e-419b-b69a-8b4ce82c09cc","9b33b68d-9451-445e-b6a8-8ec594209e3c"
"ja","M5","6f061fda-1011-405f-abd0-320009be3571","14483d42-8710-41d7-b083-a12b139f116e","003","1","true","false","false","exact","14483d42-8710-41d7-b083-a12b139f116e","f2b35aaf-b1b4-415b-ac7c-9af690cf18a2"
"ja","M5","6ebc7134-192d-43d9-8d37-fd6b65e5a613","61459941-7744-431e-99ef-2b4c5fa26bef","004","1","true","false","false","exact","61459941-7744-431e-99ef-2b4c5fa26bef","d798b1a8-1a2d-4421-8ff1-6a3629f78d31"
"ja","M5","94161042-053f-4839-af66-2bf7f3aeaefd","07ffd8fd-06ab-4a55-aea5-068b9d52624d","007","1","true","false","false","exact","07ffd8fd-06ab-4a55-aea5-068b9d52624d","252f1d3f-0bbb-4f19-8658-240893026581"
"ja","M5","dfe7a54a-ab5e-4445-b876-59ae993bedd4","955f6724-f2c2-426a-9f24-07dc8f89b757","009","1","true","false","false","exact","955f6724-f2c2-426a-9f24-07dc8f89b757","5cec171f-cf4b-4f4e-9510-7dad14962c02"
"ja","M5","4a10e157-1484-4337-ade2-13cd7f9600c7","d3e6aba0-8543-44b5-a6b1-faff02eb275c","010","1","true","false","false","exact","d3e6aba0-8543-44b5-a6b1-faff02eb275c","93b050b8-625f-4c6f-b266-9032c67359c7"
"ja","M5","279294eb-aa42-40b1-874c-2a28df601f7f","4f620c8f-009a-47c4-bdac-b5bd434d2a51","011","1","true","false","false","exact","4f620c8f-009a-47c4-bdac-b5bd434d2a51","7a1cbef1-4049-4b3e-a1ce-b2167f7165f3"
"ja","M5","78c08720-950d-4c85-aa18-21c1b0256889","d3f3b3de-dc3c-4431-b3c0-c869e0ecd98d","012","1","true","false","false","exact","d3f3b3de-dc3c-4431-b3c0-c869e0ecd98d","b5bdeca0-a4b0-4a1b-aafc-7b7bde4c6477"
"ja","M5","7219a2a1-5f98-409d-b7e6-5ab5584daca2","6e76b9e8-ef0a-46f2-9420-76c2ad2e7975","013","1","true","false","false","exact","6e76b9e8-ef0a-46f2-9420-76c2ad2e7975","beb2248a-512c-45e7-974b-d253dd1f349c"
"ja","M5","da4cb7b8-b2e9-4a4a-af5c-4feae405c4c7","8d6094f5-708c-475c-a1f2-a57028a896be","015","1","true","false","false","exact","8d6094f5-708c-475c-a1f2-a57028a896be","c96d9f4e-843d-43db-a0fa-ffdeca7da23c"
"ja","M5","b1ecfc90-4fbe-4b30-a74c-d3c93682c161","a212d3f9-eae2-41fa-9f9c-b16e23ef3eae","017","1","true","false","false","exact","a212d3f9-eae2-41fa-9f9c-b16e23ef3eae","b15bbb84-403e-42a2-81db-bba08ef52ad8"
"ja","M5","79792a07-408c-4f70-87b0-17d455d10b30","355d0b1b-7437-4464-90dc-dc45ac7ee736","018","1","true","false","false","exact","355d0b1b-7437-4464-90dc-dc45ac7ee736","636fe652-a58b-41a5-ab35-7a28dcaf668d"
"ja","M5","7f79eb19-aedc-4a1f-8313-2546d4344bef","b43423c8-0c0b-4a3b-a4f4-53a6fa1e4114","020","1","true","false","false","exact","b43423c8-0c0b-4a3b-a4f4-53a6fa1e4114","53cc9353-cf5a-48ad-8841-a7bfc8899f3a"
"ja","M5","67790674-6a33-4025-9c49-5a0d83731d6c","0fdce1da-ecf0-46cf-8459-ec01df104593","021","1","true","false","false","exact","0fdce1da-ecf0-46cf-8459-ec01df104593","13ac8a7c-9ede-4729-b27d-407c1ba450aa"
"ja","M5","db87dd19-d69c-4ed8-8c8f-45fefe621232","a922645b-e3cd-4e80-a3cd-fe8fd60ca26f","022","1","true","false","false","exact","a922645b-e3cd-4e80-a3cd-fe8fd60ca26f","4718821e-721d-4713-afe7-6a66ba163152"
"ja","M5","4d176ce1-6c30-47c1-98db-d67494d6aae7","4dae1010-7de6-413c-bb45-8e47e5bafb11","023","1","true","false","false","exact","4dae1010-7de6-413c-bb45-8e47e5bafb11","145cf0ea-0bbc-4403-a5c1-6ddc522091d1"
"ja","M5","6eca7202-28ef-4013-8770-068e2aed7b60","2fe0a950-9188-4592-b1c3-7c90611ab19c","024","1","true","false","false","exact","2fe0a950-9188-4592-b1c3-7c90611ab19c","1c17d276-ecb1-4740-9d9d-cf4cb0fcebcd"
"ja","M5","ef9e0469-99d2-4fc7-a224-fc3759435e63","8d8149c1-6342-4169-a233-8ed1140d19b7","025","1","true","false","false","exact","8d8149c1-6342-4169-a233-8ed1140d19b7","3c3d1a25-d821-40d4-a187-83c00617f12c"
"ja","M5","03b93a04-5a69-42b3-a81c-6a137ad73a53","245201f6-b9c2-4aca-9061-0208e0263dc2","027","1","true","false","false","exact","245201f6-b9c2-4aca-9061-0208e0263dc2","2861459a-51f0-4045-96d8-7b2e49795d31"
"ja","M5","3aa65662-776c-4f7b-9b58-53f703f6f19d","81968482-5e55-462f-a1b6-cff11d84ad3a","028","1","true","false","false","exact","81968482-5e55-462f-a1b6-cff11d84ad3a","c73885aa-5590-4ba1-a748-a0fcc0451e55"
"ja","M5","0761a44d-116c-4ddf-a565-895ad3dcbbbf","12cfa328-c17a-4038-9ac3-a86ce3372a42","031","1","true","false","false","exact","12cfa328-c17a-4038-9ac3-a86ce3372a42","23ed6782-4941-463c-975c-9dad2e5d3f84"
"ja","M5","7e10e923-563f-4ed6-be6d-10e9a6380e9d","759eb297-29bc-4860-ac22-99b488c23082","032","1","true","false","false","exact","759eb297-29bc-4860-ac22-99b488c23082","6f2926e5-f34c-4d97-b35e-bd93bd8dee0d"
"ja","M5","444b41f2-3cc2-4482-9ae3-3dc2301751de","bec1b00e-0eff-4578-ba19-0eb38dd6bdfc","033","1","true","false","false","exact","bec1b00e-0eff-4578-ba19-0eb38dd6bdfc","f02aaf40-5707-49ee-b8e2-4e97e8950bf8"
"ja","M5","f5b25dbd-9fe9-4ffa-83a4-5a15442ba660","7fd7e9dc-681c-4011-ae18-3678f2a980a9","034","1","true","false","false","exact","7fd7e9dc-681c-4011-ae18-3678f2a980a9","2156d7d0-c86c-4d7a-8d63-205b24f137c6"
"ja","M5","77b9ae14-da1b-4ebf-b543-411bfa1a8fc0","14a3d75e-d2b4-4176-944f-09f19628a8d6","036","1","true","false","false","exact","14a3d75e-d2b4-4176-944f-09f19628a8d6","300ee412-a863-4e58-bc89-5ba44a21184a"
"ja","M5","98be385e-43a6-491c-9f35-71967c4d9811","951f8cfa-24a6-45cf-a924-2897a1f1bda4","037","1","true","false","false","exact","951f8cfa-24a6-45cf-a924-2897a1f1bda4","968d166d-52a3-4224-a31c-85e3b54e621e"
"ja","M5","87a5f416-eded-43e1-bc25-edb7b768697a","845643e6-c732-4cfe-bb98-6abddf39bc64","038","1","true","false","false","exact","845643e6-c732-4cfe-bb98-6abddf39bc64","8f916da5-923d-494e-b7e7-e4b7a15de65e"
"ja","M5","6d7e1207-8864-4bc3-bd52-cc5f47654d6a","d1a75afe-4ea3-4432-8f1e-bdb7979f3cf1","039","1","true","false","false","exact","d1a75afe-4ea3-4432-8f1e-bdb7979f3cf1","7406a05a-0b62-4692-bb72-633988549ba6"
"ja","M5","0e1790d0-1a40-493e-80b8-04ac1ec258fc","60c133dc-2f5f-4dd4-a166-7ab4d3c147f8","040","1","true","false","false","exact","60c133dc-2f5f-4dd4-a166-7ab4d3c147f8","d2b2c1be-55d9-4812-8b5b-2499d9b57ae2"
"ja","M5","d4d34340-b772-45a1-9a52-b1b2dc090056","3282d240-2550-46f5-b696-717ad176b95b","041","1","true","false","false","exact","3282d240-2550-46f5-b696-717ad176b95b","f7f26669-3924-4f7c-92d6-822d26b0e150"
"ja","M5","dca066c4-b474-4ef5-9209-d81a2956429e","054da21f-c8b0-4bc0-bc8a-aa82c288db45","042","1","true","false","false","exact","054da21f-c8b0-4bc0-bc8a-aa82c288db45","b66a8d53-6a86-4f5d-b847-783b8f3126e3"
"ja","M5","4104d249-c1b4-4931-a807-a937d3f44100","a8931bb7-942d-4a33-a9d8-33cdcd0f04f1","043","1","true","false","false","exact","a8931bb7-942d-4a33-a9d8-33cdcd0f04f1","d3581ea8-127b-4f4d-8b20-a8ed96a53618"
"ja","M5","5dd085c8-3586-472a-b2ac-915bd03c1785","4f13e5a4-ce89-49a4-985e-ca010734bc1a","044","1","true","false","false","exact","4f13e5a4-ce89-49a4-985e-ca010734bc1a","d7cbdc1e-3303-4a06-9869-93419af6f3ba"
"ja","M5","504067e8-3361-4999-b9cf-20a53c10949b","6625e332-3c60-4195-8514-327343b6767d","045","1","true","false","false","exact","6625e332-3c60-4195-8514-327343b6767d","e09e615b-8f1a-4f98-ac3e-b896d5c56c47"
"ja","M5","65b4bc75-4601-4e40-bb21-cf87847ccf62","864aca66-7a1a-4494-a17b-07df5c6d6a17","046","1","true","false","false","exact","864aca66-7a1a-4494-a17b-07df5c6d6a17","022511d8-85f4-4c2e-b6a7-65201fa0fbfe"
"ja","M5","a053e3c0-06aa-4f30-b977-40df87e7ff69","26103c1e-f086-422b-8b8b-7081fe45e6d0","048","1","true","false","false","exact","26103c1e-f086-422b-8b8b-7081fe45e6d0","561e609b-5945-4405-b071-bc6f0a425092"
"ja","M5","95fcbefe-5ecc-4d17-b8a6-c56564742182","07a4e6ff-bdc1-4f7c-80a3-cc29a135b54a","049","1","true","false","false","exact","07a4e6ff-bdc1-4f7c-80a3-cc29a135b54a","ef791169-0aaa-47d2-a283-e6347eaa6305"
"ja","M5","98b0e311-e8d8-4f9e-859c-1bf4f2fbc8eb","bafc6cb7-fc5f-4739-9b24-d83c697568b2","051","1","true","false","false","exact","bafc6cb7-fc5f-4739-9b24-d83c697568b2","717356e6-e611-4061-a1ba-ffac6a339e06"
"ja","M5","ecbe5cf8-ea64-4c6a-9817-344bce1f8434","19f5efd3-ec27-4b7b-a557-3a9ba8622f10","052","1","true","false","false","exact","19f5efd3-ec27-4b7b-a557-3a9ba8622f10","ec5dfa7e-6fec-4c4c-be92-bce8b7663f77"
"ja","M5","ac610fb1-9a4a-46df-a4de-ad1ffd7ae91d","1933032a-2afc-4466-8dea-d2e9d7cc7174","053","1","true","false","false","exact","1933032a-2afc-4466-8dea-d2e9d7cc7174","0315c387-3204-429a-aef5-889ef00e25db"
"ja","M5","12ec45f2-5078-48b4-b4f9-86cd8884b131","aaf98781-6e65-4c9b-a731-0310e1e20d3e","054","1","true","false","false","exact","aaf98781-6e65-4c9b-a731-0310e1e20d3e","eae6890c-7778-4db0-b079-deb4e774f113"
"ja","M5","2117c115-f414-4a63-b2b0-6dc0eda9dea1","c30e953e-502b-41e3-a65a-e5c41e4f10a7","055","1","true","false","false","exact","c30e953e-502b-41e3-a65a-e5c41e4f10a7","2333cf42-b7c9-49e2-9f7f-09da5441a8f5"
"ja","M5","5f29241c-44a7-4191-8618-742c7fb3500b","ac38680e-1dff-4eb3-b3ac-37cbee8d5d9f","056","1","true","false","false","exact","ac38680e-1dff-4eb3-b3ac-37cbee8d5d9f","d083672b-d342-4f47-a858-f9b8ed9ce12e"
"ja","M5","03f7bada-08dc-4734-88e3-c1c1fc45118b","a6dc472d-8db4-4457-94d4-a90fccb50d4c","057","1","true","false","false","exact","a6dc472d-8db4-4457-94d4-a90fccb50d4c","dc492c81-e37d-4c71-9d3b-455d817a042a"
"ja","M5","44639be9-7098-4818-a644-b614b0881b63","443cc029-288e-43c9-98ac-7ba122e0662e","058","1","true","false","false","exact","443cc029-288e-43c9-98ac-7ba122e0662e","9311ddab-7dbb-44fd-b387-81518ca276d2"
"ja","M5","cb4b9400-b21e-4464-818b-0eac6f0059df","242b9779-2506-4bd7-8ce3-5dbabf9620e2","059","1","true","false","false","exact","242b9779-2506-4bd7-8ce3-5dbabf9620e2","adaa0ce0-5230-4225-97c6-98694842d684"
"ja","M5","4af8847c-c973-4e5d-91b0-bc288107c4b9","1b02b794-f866-45b0-8420-c08e41c766d4","060","1","true","false","false","exact","1b02b794-f866-45b0-8420-c08e41c766d4","0e08c2b1-ec34-4de0-8879-53bcd5a741d4"
"ja","M5","2cee8f86-86d2-448b-9a87-9dd095f7a9f4","3360a6f9-afd3-41b3-881b-908346e8a45f","061","1","true","false","false","exact","3360a6f9-afd3-41b3-881b-908346e8a45f","0c8da3b5-ada7-498f-b591-c496e97cb224"
"ja","M5","e2dd04cd-9fba-405a-a7dc-71103bca801f","d3df39b7-7fe3-479c-a496-c01973226427","063","1","true","false","false","exact","d3df39b7-7fe3-479c-a496-c01973226427","34eab63f-6a1f-431d-8e01-05e07612a19b"
"ja","M5","027cf497-82b4-4063-9832-c45a5c2ee9f3","a2bc3be7-5b3b-424e-b00d-a134559f3ac6","065","1","true","false","false","exact","a2bc3be7-5b3b-424e-b00d-a134559f3ac6","bc0d6ae8-77b2-418a-8c51-555fe4fc91f1"
"ja","M5","382d56ad-f8a6-4247-8a28-df7fadb5182d","dbab43d3-03a2-4882-b7c0-206094233aad","066","1","true","false","false","exact","dbab43d3-03a2-4882-b7c0-206094233aad","c010303a-bf7b-442c-adec-ab7da8399f8a"
"ja","M5","170a2e0e-e9cb-466d-bf11-fa7f42a3c7ea","4877d10c-4db5-4d14-b99c-76ca29bf7afc","067","1","true","false","false","exact","4877d10c-4db5-4d14-b99c-76ca29bf7afc","ec382b22-0aaf-4927-b26d-00158582e86d"
"ja","M5","f4169829-4de1-4332-b01c-4796aca455df","9b606843-9274-49fb-abe0-aed956b178d8","068","1","true","false","false","exact","9b606843-9274-49fb-abe0-aed956b178d8","6d2996a2-7ac1-412b-bb12-f27f0b1b0e87"
"ja","M5","9d09d5ed-63e7-4a4a-a508-abdb2f48bc8f","9731c284-8035-433c-9a0e-a9db5fb934d9","069","1","true","false","false","exact","9731c284-8035-433c-9a0e-a9db5fb934d9","0f2a969a-88da-4d56-84bb-e852eb70211f"
"ja","M5","da829dc5-de87-4b1c-a2a5-1bc44488eecb","758c1d2e-aa3d-453e-814e-6a1c4f8083e7","070","1","true","false","false","exact","758c1d2e-aa3d-453e-814e-6a1c4f8083e7","df77034d-e7cb-4e2f-b621-c5696ce802c9"
"ja","M5","06d9eb48-dda3-4099-9706-0741e82d44e3","58e4b9cf-1c6d-4d76-8eda-0e5838539675","071","1","true","false","false","exact","58e4b9cf-1c6d-4d76-8eda-0e5838539675","763af42b-8fb2-496c-ae4c-a14344d4d052"
"ja","M5","fca354dc-16de-4c72-827c-2eba0af55c56","71f81b97-a107-4a38-a998-2e4d9dbab878","072","1","true","false","false","exact","71f81b97-a107-4a38-a998-2e4d9dbab878","a24977fd-0bc2-4d5c-8cb2-cc037ad6d7b5"
"ja","M5","f6239e0b-822f-4004-89ed-ecb1a7660fc9","2e423a84-8b76-4e0b-91ce-b85fd9927c24","073","1","true","false","false","exact","2e423a84-8b76-4e0b-91ce-b85fd9927c24","fb2d1c06-48f6-4694-9adc-e31e8e8f2ade"
"ja","M5","9f30f184-187f-4449-926f-fec908940146","380d12fb-a6d8-40dd-8ec0-28e37f555542","074","1","true","false","false","exact","380d12fb-a6d8-40dd-8ec0-28e37f555542","313930bf-912d-497f-9b0a-b6571d044a91"
"ja","M5","343c74ba-2f7b-4ed0-997e-e6b12d880c13","9f842558-a57e-4d3d-834f-90429f98d814","075","1","true","false","false","exact","9f842558-a57e-4d3d-834f-90429f98d814","2a26ba30-f4a6-4325-b91b-ed4750233079"
"ja","M5","70aaad8f-9e3f-4513-b0b0-f7da275cdf11","669b0241-d7c2-4c8f-9dca-0f025b60adff","076","1","true","false","false","exact","669b0241-d7c2-4c8f-9dca-0f025b60adff","d7583e96-8b45-435a-be22-f2dd7f5b2add"
"ja","M5","7d44ce0a-0fd0-4405-9800-6dd7a5ada466","acf4d3c2-5893-4d11-903d-d732bcc39ab6","077","1","true","false","false","exact","acf4d3c2-5893-4d11-903d-d732bcc39ab6","6252d076-013b-466f-b644-b3cc37f900a9"
"ja","M5","ff7fb056-94ea-4576-b3b1-2981b4f9b4a5","9c27ed59-871d-42fc-b0b2-b0a5b9e011f9","079","1","true","false","false","exact","9c27ed59-871d-42fc-b0b2-b0a5b9e011f9","a85ee878-1dc8-4314-a9b5-def10112804e"
"ja","M5","97bf90da-3933-445c-a0be-1e90202a7559","277a2e9c-9175-4b4a-8801-9c9b51261fd1","080","1","true","false","false","exact","277a2e9c-9175-4b4a-8801-9c9b51261fd1","71a778b9-92d8-4e0f-9e9c-c4d3bf34cd29"
"ja","M5","1f168e66-baa8-4ff5-ae7e-fb0e47eb4b16","2b85af5d-8c9d-409e-b9a8-0a870d005f27","081","1","true","false","false","exact","2b85af5d-8c9d-409e-b9a8-0a870d005f27","93848bac-386f-44e7-8e4f-01e364990f05"
